java -Djava.library.path=pj2/lib -classpath pj2/lib pj2 debug=makespan \
edu.rit.gpu.example.ZombieGpu \
142857 100 5.00 0.5 10 0.00001 0.001 0 0 
0	0	1.78060	2.13654
0	1	4.50562	4.00090
0	2	2.39882	4.05535
0	3	3.07388	0.115682
0	4	3.48521	0.863497
0	5	4.27169	2.93112
0	6	1.20049	1.05808
0	7	0.481585	1.96852
0	8	4.08116	4.54672
0	9	4.79756	0.392040
0	10	4.12060	0.574350
0	11	3.84966	3.79759
0	12	4.91241	4.89688
0	13	4.24288	1.98470
0	14	4.06567	4.01482
0	15	3.90215	2.78681
0	16	4.95056	4.32492
0	17	4.46007	1.83197
0	18	4.05948	0.703977
0	19	1.60135	0.134031
0	20	2.28620	2.73872
0	21	4.13585	2.80681
0	22	1.04265	3.28311
0	23	2.09616	1.63669
0	24	1.62128	4.63629
0	25	2.40204	0.252220
0	26	3.57718	2.95134
0	27	1.41847	1.42983
0	28	1.11620	4.98501
0	29	4.60693	2.24069
0	30	0.314993	0.856571
0	31	1.72232	4.86857
0	32	3.78088	1.56606
0	33	2.87458	4.77329
0	34	0.553421	2.03681
0	35	1.22161	0.596646
0	36	1.87248	2.31133
0	37	4.72976	0.635372
0	38	4.15210	3.13855
0	39	3.60590	3.79490
0	40	2.73737	2.33102
0	41	2.66416	4.06275
0	42	2.88402	1.05567
0	43	1.82315	3.50430
0	44	3.12072	2.64474
0	45	2.72329	1.80284
0	46	0.347889	2.99180
0	47	3.78498	2.27640
0	48	1.93860	3.26457
0	49	0.668920	0.737138
0	50	3.51282	3.37275
0	51	2.83603	2.44254
0	52	4.78930	1.66294
0	53	0.945148	2.36931
0	54	1.52658	3.70095
0	55	3.03207	0.290185
0	56	3.87296	4.91431
0	57	1.51426	2.32931
0	58	4.35297	0.846035
0	59	4.30372	3.42668
0	60	0.770627	0.0942771
0	61	1.73026	3.10685
0	62	4.10151	3.52700
0	63	1.60032	4.91232
0	64	1.71253	0.185291
0	65	2.43641	0.499256
0	66	0.576008	2.61866
0	67	2.78225	4.19029
0	68	0.560145	2.09627
0	69	1.14462	1.06888
0	70	0.813833	4.02453
0	71	0.473681	4.04765
0	72	2.03081	0.0569485
0	73	4.15352	1.59693
0	74	2.46724	3.79048
0	75	2.26404	3.69033
0	76	1.44930	2.68164
0	77	3.50197	3.12108
0	78	4.93150	4.32344
0	79	2.41153	2.21753
0	80	0.119188	3.88348
0	81	2.48240	3.66642
0	82	2.49496	2.72247
0	83	4.84377	3.51334
0	84	3.77350	3.12355
0	85	1.31056	0.388164
0	86	0.223164	2.96799
0	87	2.71039	3.01748
0	88	4.52099	4.93376
0	89	1.99754	2.84654
0	90	0.895664	3.33487
0	91	1.54276	3.96041
